13.1539389337923	3.3629524760203463e-7	13.1539385974971
41.5964072335506	2.1443194092501656e-6	41.5964079445029
131.539389337923	0.0000136728239892592	131.539402900331
415.964072335505	0.00008718202849576133	415.964187366206
1315.39389337923	0.0005558987739918645	1315.39471714112
4159.64072335506	0.0035445773889131605	4159.6462614352
13153.9389337923	0.02260128903644299	13153.9751491694
41596.4072335505	0.1441126007592863	41596.6410089333
131539.389337923	0.9189051856342345	131540.888989074
415964.072335506	5.859215195178354	415973.663113956
1.04482098850688e6	25.791228299322874	1.04486332202534e6
2.62454050811663e6	108.53901296803046	2.62472525390183e6
6.59263838374128e6	435.1574369225701	6.59342388687024e6
8.29897122615874e6	585.1426644785979	8.30009258746782e6
1.65562761945507e7	1596.6528304369426	1.65594618898084e7
3.30403402223709e7	4264.787664853519	3.30492580693443e7
6.59368003592957e7	11193.2595638994	6.59613711305071e7
1.31541481699142e8	28973.407459636222	1.31608132519879e8
2.62448334453775e8	74280.51774213956	2.62626726328091e8
3.30395122897774e8	97223.36189796518	3.30641385202823e8
5.23729494468915e8	181250.69413113443	5.24196955389506e8
8.29890573744293e8	337021.70197864104	8.30774690471042e8
1.04490125809259e9	459413.20814453904	1.04611618526668e9
1.21134757942915e9	560330.5682286023	1.21283679377128e9
1.60351210326655e9	763277.9384527822	1.6056952081834e9
2.54157620690137e9	1.4152908713002026e6	2.54563979594349e9
4.1593401880666e9	2.621403532062325e6	4.16720098712112e9
6.5925469041897e9	4.853379544505884e6	6.60707672280524e9
8.01327531498971e9	6.299824617375588e6	8.03212635529062e9
1.0088422327716e10	8.569630731724968e6	1.01140541527037e10
1.31575827204578e10	1.1660572587441921e7	1.3194022890023e10
1.65618799239146e10	1.5855263298764063e7	1.66112595162526e10
2.08510998657476e10	2.1563158086319126e7	2.09180471320402e10
2.52558276119228e10	2.7849630903022066e7	2.53420869946116e10
3.30409617607769e10	3.787460790806517e7	3.31637485507662e10
4.15927706015499e10	5.149344459416146e7	4.17587455096459e10
5.02045858934526e10	6.619155183462977e7	5.04169982147735e10
6.59267278794846e10	9.000226303417718e7	6.62295290974788e10
8.30094960620018e10	1.2239150616589803e8	8.34179006771538e10
1.02109192837454e11	1.6133425812777466e8	1.02643848614562e11
1.08653693529064e11	1.6634118338001594e8	1.0923305239308e11
1.40858202889247e11	2.2620175639570063e8	1.41666945642691e11
1.69240235729648e11	2.8895521955712473e8	1.70263384731513e11
1.83457945459511e11	3.217783962107065e8	1.8459265853717e11
2.08470135186898e11	3.6606186844164044e8	2.09805642817267e11
2.71363452079032e11	4.9768837007278347e8	2.73232777872702e11
3.30407027116395e11	6.471172726007844e8	3.32806384527699e11
4.15970909178822e11	8.387156122532176e8	4.19182780697427e11
4.26970873079007e11	8.684233687498492e8	4.30290247401566e11
4.30452878780138e11	8.778808942263049e8	4.33806443600794e11
4.49217935771889e11	9.292853268159821e8	4.52757067032473e11
4.78981114398216e11	1.012289020997582e9	4.82818984119206e11
4.94413580492294e11	1.0560161682004893e9	4.98408414954681e11
5.07636239815506e11	1.0938462701063123e9	5.11766655519583e11
5.67330018261957e11	1.2050000107060688e9	5.72079655078322e11
2.094256e12	2.3974270757787313e9	2.11582256017989e12
3.145202e12	3.813274272106961e9	3.17918698063795e12
4.436516e12	5.861329230284857e9	4.4863491077495e12
5.986292e12	8.676000077083696e9	6.05602382412865e12
7.818102e12	1.2402710174829685e10	7.91223051813508e12
1.2443858e13	2.3247710271184303e10	1.26032352789129e13
1.858702e13	3.987849065901774e10	1.88392881312097e13
2.655834e13	6.410088237930501e10	2.69418446736826e13
3.664118e13	9.804338498927669e10	3.72001379762608e13
4.893182e13	1.4405480275726196e11	4.97172472308359e13
7.085544e13	2.405549421187923e11	7.20752797707025e13
1.03252e14	4.2809210906662964e11	1.05174926476846e14
1.2146884e14	5.614654712857769e11	1.23819910128886e14
1.2609194e14	5.97615471606959e11	1.2855371270506e14
1.66e14	1.1031702775760415e12	1.69486537744125e14
2.49e14	3.318701322191128e12	2.55194806616188e14
3.32e14	7.742486680054709e12	3.41953075488251e14
4.15e14	1.5207700966140857e13	4.30171344360314e14
4.98e14	2.6434340031721867e13	5.20239613232376e14
5.81e14	4.209155162050839e13	6.12517882104439e14
6.64e14	6.281020831428281e13	7.07386150976502e14
7.47e14	8.919225379337016e13	8.05184419848565e14
8.3e14	1.2181292813675014e14	9.06252688720627e14
9.13e14	1.6123411962272984e14	1.01095095759269e15
9.96e14	2.079876749781029e14	1.11941922646475e15
1.079e15	2.625742867280934e14	1.23228749533682e15
1.162e15	3.2550577389848606e14	1.34955576420888e15
1.245e15	3.972383230122629e14	1.47162403308094e15
1.328e15	4.782281205924057e14	1.598792301953e15
1.411e15	5.688868471596546e14	1.73136057082507e15
1.494e15	6.696261832347491e14	1.86952883969713e15
1.577e15	7.808133033361871e14	2.01359710856919e15
1.66e15	9.027931289813455e14	2.16376537744125e15
1.743e15	1.0358883286864792e15	2.32033364631332e15
1.826e15	1.1804104444672838e15	2.48350191518538e15
1.909e15	1.3366265123372118e15	2.65347018405744e15
1.992e15	1.5047479358069135e15	2.8305384529295e15
2.075e15	1.6849972448875998e15	3.01480672180157e15
2.158e15	1.8777082345960865e15	3.20657499067363e15
2.241e15	2.0828809049323738e15	3.40594325954569e15
2.324e15	2.3008490509132775e15	3.61321152841776e15
2.407e15	2.5317239375444035e15	3.82847979728982e15
2.49e15	2.775728094836962e15	4.05194806616188e15
2.573e15	3.032861522790953e15	4.28371633503394e15
